rt,serialno,division,sporder,puma,region,st,adjinc,pwgtp,agep,cit,citwp,cow,ddrs,dear,deye,dout,dphy,drat,dratx,drem,eng,fer,gcl,gcm,gcr,hins1,hins2,hins3,hins4,hins5,hins6,hins7,intp,jwmnp,jwrip,jwtr,lanx,mar,marhd,marhm,marht,marhw,marhyp,mig,mil,mlpa,mlpb,mlpcd,mlpe,mlpfg,mlph,mlpi,mlpj,mlpk,nwab,nwav,nwla,nwlk,nwre,oip,pap,relp,retp,sch,schg,schl,semp,sex,ssip,ssp,wagp,wkhp,wkl,wkw,wrk,yoep,anc,anc1p,anc2p,decade,dis,drivesp,esp,esr,fod1p,fod2p,hicov,hisp,indp,jwap,jwdp,lanp,migpuma,migsp,msp,naicsp,nativity,nop,oc,occp,paoc,pernp,pincp,pobp,povpip,powpuma,powsp,privcov,pubcov,qtrbir,rac1p,rac2p,rac3p,racaian,racasn,racblk,racnh,racnum,racpi,racsor,racwht,rc,sciengp,sciengrlp,sfn,sfr,socp,vps,waob,fagep,fancp,fcitp,fcitwp,fcowp,fddrsp,fdearp,fdeyep,fdisp,fdoutp,fdphyp,fdratp,fdratxp,fdremp,fengp,fesrp,fferp,ffodp,fgclp,fgcmp,fgcrp,fhicovp,fhins1p,fhins2p,fhins3c,fhins3p,fhins4c,fhins4p,fhins5c,fhins5p,fhins6p,fhins7p,fhisp,findp,fintp,fjwdp,fjwmnp,fjwrip,fjwtrp,flanp,flanxp,fmarp,fmarhdp,fmarhmp,fmarhtp,fmarhwp,fmarhyp,fmigp,fmigsp,fmilpp,fmilsp,foccp,foip,fpap,fpernp,fpincp,fpobp,fpowsp,fprivcovp,fpubcovp,fracp,frelp,fretp,fschgp,fschlp,fschp,fsemp,fsexp,fssip,fssp,fwagp,fwkhp,fwklp,fwkwp,fwrkp,fyoep,pwgtp1,pwgtp2,pwgtp3,pwgtp4,pwgtp5,pwgtp6,pwgtp7,pwgtp8,pwgtp9,pwgtp10,pwgtp11,pwgtp12,pwgtp13,pwgtp14,pwgtp15,pwgtp16,pwgtp17,pwgtp18,pwgtp19,pwgtp20,pwgtp21,pwgtp22,pwgtp23,pwgtp24,pwgtp25,pwgtp26,pwgtp27,pwgtp28,pwgtp29,pwgtp30,pwgtp31,pwgtp32,pwgtp33,pwgtp34,pwgtp35,pwgtp36,pwgtp37,pwgtp38,pwgtp39,pwgtp40,pwgtp41,pwgtp42,pwgtp43,pwgtp44,pwgtp45,pwgtp46,pwgtp47,pwgtp48,pwgtp49,pwgtp50,pwgtp51,pwgtp52,pwgtp53,pwgtp54,pwgtp55,pwgtp56,pwgtp57,pwgtp58,pwgtp59,pwgtp60,pwgtp61,pwgtp62,pwgtp63,pwgtp64,pwgtp65,pwgtp66,pwgtp67,pwgtp68,pwgtp69,pwgtp70,pwgtp71,pwgtp72,pwgtp73,pwgtp74,pwgtp75,pwgtp76,pwgtp77,pwgtp78,pwgtp79,pwgtp80
P,2015001505386,9,02,11611,4,53,1035988,24.0,23.0,1.0,,,2,2,2,2,2,,,2,,2,,,,1,2,2,1,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,2,2,2,300.0,0.0,02,0.0,2,15,18,0.0,2,7200.0,0.0,0.0,,3,,2,,1,939,999,,2,,,6,,,1,02,,,,,,,6,,1,,0,,1,0.0,7500.0,053,501.0,,,1,1,2,1,01,001,0,0,0,0,1,0,0,1,0,,,1,3,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,8.0,40.0,19.0,23.0,39.0,21.0,30.0,36.0,25.0,27.0,21.0,38.0,7.0,7.0,7.0,7.0,32.0,21.0,24.0,20.0,32.0,9.0,27.0,23.0,7.0,28.0,30.0,6.0,20.0,25.0,27.0,9.0,35.0,40.0,41.0,36.0,9.0,28.0,25.0,22.0,38.0,7.0,27.0,31.0,10.0,22.0,23.0,6.0,23.0,21.0,22.0,7.0,35.0,49.0,33.0,33.0,11.0,24.0,26.0,22.0,8.0,44.0,25.0,24.0,36.0,27.0,18.0,40.0,24.0,25.0,28.0,36.0,7.0,9.0,7.0,7.0,42.0,24.0,29.0
P,2015001513140,9,06,11610,4,53,1035988,14.0,16.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,2,2,2,1,2,2,2,0.0,60.0,2.0,01,2,5,,,,,,1,,,,,,,,,,,3,5,3,3,3,0.0,0.0,04,0.0,2,13,13,0.0,2,0.0,0.0,200.0,2.0,1,5,,,4,999,999,,2,2,1,1,,,1,01,8590,082,031,,,,6,713Z    ,1,1,1,4620,4,200.0,200.0,053,378.0,11600,053,2,1,1,1,01,001,0,0,0,0,1,0,0,1,1,,,,,399030,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,,1,0,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,14.0,16.0,17.0,3.0,14.0,26.0,17.0,6.0,3.0,12.0,12.0,4.0,24.0,14.0,24.0,20.0,15.0,26.0,4.0,18.0,10.0,15.0,15.0,5.0,12.0,24.0,14.0,5.0,5.0,15.0,17.0,4.0,23.0,14.0,21.0,25.0,11.0,28.0,4.0,11.0,19.0,12.0,12.0,6.0,17.0,26.0,15.0,4.0,4.0,10.0,18.0,4.0,25.0,16.0,26.0,28.0,15.0,22.0,4.0,17.0,16.0,14.0,11.0,5.0,11.0,21.0,11.0,4.0,5.0,13.0,16.0,4.0,24.0,16.0,25.0,32.0,13.0,22.0,4.0,16.0
P,2016000006163,9,01,11604,4,53,1029257,17.0,18.0,1.0,,4,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,20.0,,,11,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,17,0.0,2,15,18,200.0,1,0.0,0.0,1600.0,12.0,1,5,1,,2,089,032,,2,,,1,,,1,01,7870,,,,11600,053,6,611M1   ,1,,0,4020,,1800.0,1820.0,006,,11600,053,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,352010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,31.0,2.0,3.0,3.0,2.0,30.0,17.0,17.0,2.0,32.0,17.0,17.0,31.0,17.0,16.0,31.0,17.0,17.0,18.0,17.0,3.0,32.0,30.0,33.0,31.0,2.0,18.0,18.0,32.0,2.0,17.0,17.0,3.0,18.0,17.0,3.0,17.0,17.0,18.0,16.0,3.0,32.0,30.0,30.0,31.0,2.0,16.0,17.0,32.0,2.0,16.0,17.0,2.0,17.0,17.0,2.0,17.0,18.0,16.0,17.0,32.0,2.0,2.0,3.0,3.0,32.0,17.0,17.0,2.0,32.0,17.0,17.0,31.0,16.0,17.0,32.0,16.0,17.0,17.0
P,2016000006795,9,03,11612,4,53,1029257,36.0,19.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,18,0.0,2,0.0,0.0,500.0,5.0,1,6,,,4,999,999,,2,,,6,,,1,01,5380,,,,,,6,45211   ,1,,0,4760,4,500.0,500.0,053,501.0,,,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,412031,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,39.0,44.0,8.0,66.0,37.0,33.0,11.0,34.0,33.0,66.0,26.0,29.0,11.0,57.0,56.0,41.0,66.0,33.0,12.0,39.0,15.0,12.0,46.0,29.0,10.0,73.0,52.0,61.0,57.0,33.0,72.0,10.0,36.0,38.0,30.0,11.0,30.0,55.0,32.0,10.0,31.0,42.0,9.0,75.0,33.0,35.0,12.0,30.0,29.0,54.0,32.0,39.0,11.0,68.0,62.0,53.0,79.0,45.0,12.0,32.0,11.0,8.0,37.0,31.0,13.0,52.0,29.0,112.0,68.0,29.0,57.0,9.0,34.0,34.0,43.0,7.0,35.0,65.0,36.0,10.0
P,2016000007923,9,02,11611,4,53,1029257,6.0,19.0,5.0,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,2,2,2,0.0,,,,1,5,,,,,,2,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,15,0.0,2,15,16,0.0,2,0.0,0.0,0.0,,3,,2,2016.0,1,785,999,8,2,,,6,,,2,01,,,,1960,00001,247,6,,2,,0,,4,0.0,0.0,247,0.0,,,2,2,2,6,57,009,0,1,0,0,1,0,0,0,0,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,7.0,3.0,2.0,4.0,9.0,6.0,8.0,2.0,10.0,5.0,10.0,7.0,2.0,2.0,10.0,9.0,5.0,5.0,2.0,10.0,2.0,7.0,6.0,1.0,7.0,2.0,6.0,6.0,4.0,10.0,5.0,9.0,5.0,5.0,10.0,4.0,2.0,11.0,9.0,5.0,6.0,2.0,1.0,9.0,11.0,6.0,10.0,1.0,8.0,5.0,10.0,9.0,2.0,2.0,7.0,7.0,3.0,5.0,2.0,12.0,2.0,9.0,7.0,2.0,7.0,2.0,6.0,5.0,5.0,9.0,6.0,12.0,6.0,4.0,11.0,5.0,1.0,12.0,7.0
P,2016000008972,9,03,11612,4,53,1029257,21.0,16.0,1.0,,,2,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,0.0,,,,1,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,12,12,0.0,2,0.0,0.0,0.0,,3,,2,,1,026,999,,2,,1,6,,,1,01,,,,1170,,,6,,1,1,1,,4,0.0,0.0,053,501.0,,,1,2,3,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,27.0,5.0,7.0,7.0,20.0,22.0,21.0,17.0,20.0,34.0,33.0,35.0,24.0,7.0,20.0,33.0,24.0,21.0,34.0,7.0,22.0,33.0,31.0,41.0,27.0,21.0,22.0,21.0,18.0,7.0,7.0,6.0,20.0,32.0,16.0,6.0,23.0,22.0,7.0,28.0,25.0,9.0,6.0,7.0,20.0,18.0,17.0,23.0,27.0,35.0,36.0,35.0,20.0,6.0,19.0,37.0,20.0,17.0,34.0,6.0,22.0,32.0,34.0,46.0,19.0,21.0,18.0,18.0,23.0,6.0,5.0,7.0,25.0,29.0,24.0,9.0,20.0,17.0,5.0
P,2016000008972,9,05,11612,4,53,1029257,33.0,21.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,5.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,04,0.0,2,15,20,0.0,2,0.0,0.0,18000.0,30.0,1,1,1,,2,750,924,,2,1,,1,,,1,01,8680,089,049,,,,6,722Z    ,1,,0,4110,4,18000.0,18000.0,053,501.0,11600,053,1,2,3,9,68,022,0,1,0,0,2,0,0,1,0,,,,,353031,,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,31.0,12.0,11.0,17.0,41.0,30.0,32.0,30.0,33.0,49.0,56.0,61.0,35.0,12.0,32.0,48.0,37.0,37.0,62.0,10.0,39.0,46.0,63.0,63.0,25.0,32.0,34.0,32.0,37.0,10.0,9.0,9.0,35.0,66.0,27.0,12.0,36.0,31.0,13.0,52.0,38.0,9.0,9.0,8.0,30.0,37.0,44.0,40.0,32.0,48.0,57.0,63.0,33.0,11.0,40.0,53.0,34.0,35.0,75.0,11.0,26.0,53.0,62.0,58.0,38.0,35.0,31.0,30.0,30.0,11.0,10.0,12.0,27.0,59.0,39.0,10.0,37.0,32.0,11.0
P,2016000011713,9,04,11615,4,53,1029257,36.0,16.0,1.0,,,2,2,2,2,2,,,1,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0.0,0.0,07,0.0,2,12,12,0.0,2,0.0,0.0,0.0,,3,,2,,2,087,097,,1,,7,6,,,1,01,,,,,,,6,,1,7,0,,4,0.0,0.0,053,290.0,,,1,2,1,1,01,001,0,0,0,0,1,0,0,1,1,,,1,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,38.0,36.0,12.0,10.0,9.0,9.0,33.0,11.0,38.0,10.0,35.0,39.0,38.0,36.0,11.0,10.0,33.0,35.0,32.0,39.0,64.0,60.0,41.0,34.0,36.0,39.0,56.0,34.0,54.0,36.0,60.0,63.0,66.0,60.0,41.0,38.0,66.0,69.0,11.0,10.0,39.0,42.0,10.0,13.0,9.0,11.0,33.0,10.0,34.0,11.0,36.0,39.0,38.0,40.0,12.0,11.0,28.0,33.0,36.0,35.0,60.0,58.0,33.0,36.0,31.0,43.0,60.0,33.0,57.0,36.0,63.0,59.0,69.0,67.0,37.0,39.0,61.0,55.0,10.0
P,2016000014232,9,03,11614,4,53,1029257,26.0,17.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,14,16,0.0,1,0.0,0.0,0.0,,3,,2,,2,088,097,,2,,1,6,,,1,01,,,,,,,6,,1,1,1,,,0.0,0.0,053,501.0,,,1,2,3,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,10.0,42.0,44.0,23.0,26.0,26.0,7.0,32.0,48.0,29.0,37.0,44.0,7.0,27.0,9.0,26.0,29.0,6.0,27.0,29.0,34.0,10.0,8.0,27.0,28.0,29.0,48.0,27.0,10.0,24.0,6.0,8.0,45.0,24.0,51.0,23.0,19.0,39.0,27.0,25.0,8.0,47.0,39.0,23.0,28.0,28.0,7.0,24.0,43.0,27.0,48.0,44.0,7.0,26.0,9.0,25.0,28.0,9.0,28.0,27.0,40.0,9.0,8.0,31.0,28.0,23.0,50.0,26.0,9.0,24.0,6.0,7.0,40.0,26.0,46.0,25.0,24.0,44.0,22.0
P,2016000016571,9,03,11612,4,53,1029257,19.0,17.0,1.0,,1,2,2,2,2,2,,,2,1,2,,,,1,1,2,2,2,2,2,0.0,,,,1,5,,,,,,2,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,07,0.0,2,11,12,0.0,2,0.0,0.0,1200.0,56.0,1,5,,,4,999,999,,2,,6,6,,,1,02,0170,,,1200,00001,303,6,111     ,1,5,0,6050,4,1200.0,1200.0,053,45.0,,,1,2,1,1,01,001,0,0,0,0,1,0,0,1,1,,,1,6,4520XX,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,7.0,16.0,44.0,12.0,5.0,12.0,14.0,30.0,8.0,25.0,6.0,34.0,30.0,43.0,20.0,20.0,16.0,24.0,26.0,15.0,15.0,5.0,25.0,28.0,16.0,27.0,42.0,9.0,24.0,7.0,12.0,19.0,6.0,26.0,5.0,25.0,26.0,13.0,18.0,15.0,18.0,5.0,23.0,28.0,13.0,26.0,33.0,5.0,17.0,5.0,14.0,18.0,8.0,27.0,6.0,32.0,32.0,24.0,20.0,5.0,5.0,20.0,42.0,15.0,5.0,20.0,16.0,26.0,6.0,31.0,5.0,32.0,23.0,31.0,22.0,17.0,15.0,29.0,31.0,8.0
P,2016000023705,9,03,11612,4,53,1029257,23.0,21.0,1.0,,3,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,15.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,1,,16,0.0,1,0.0,0.0,10000.0,60.0,1,1,1,,2,032,089,,2,1,,1,,,1,01,9470,097,055,,,,6,92MP    ,1,,0,3740,,10000.0,10000.0,049,464.0,11600,053,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,332011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,24.0,43.0,34.0,28.0,6.0,41.0,6.0,19.0,21.0,25.0,22.0,25.0,24.0,42.0,6.0,25.0,23.0,26.0,23.0,23.0,8.0,27.0,20.0,7.0,25.0,25.0,26.0,5.0,38.0,42.0,34.0,40.0,7.0,22.0,21.0,39.0,8.0,8.0,33.0,46.0,26.0,7.0,8.0,19.0,40.0,6.0,44.0,22.0,25.0,22.0,25.0,21.0,20.0,8.0,44.0,23.0,22.0,19.0,23.0,21.0,46.0,27.0,25.0,43.0,25.0,19.0,26.0,50.0,6.0,7.0,6.0,8.0,40.0,20.0,23.0,6.0,38.0,43.0
P,2016000023705,9,04,11612,4,53,1029257,29.0,19.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,3,2,2,2,0.0,0.0,02,0.0,2,15,16,0.0,1,0.0,0.0,1000.0,5.0,1,6,2,,2,032,089,,2,,,6,,,1,01,8680,,,,,,6,722Z    ,1,,0,4110,,1000.0,1000.0,049,464.0,,,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,353031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,12.0,29.0,46.0,53.0,23.0,7.0,42.0,7.0,25.0,32.0,33.0,27.0,30.0,30.0,45.0,10.0,28.0,30.0,27.0,36.0,36.0,7.0,26.0,31.0,10.0,27.0,24.0,23.0,9.0,53.0,48.0,44.0,48.0,10.0,24.0,36.0,69.0,9.0,8.0,58.0,47.0,38.0,8.0,11.0,32.0,33.0,6.0,41.0,28.0,34.0,24.0,27.0,26.0,29.0,9.0,43.0,31.0,29.0,31.0,31.0,31.0,48.0,24.0,29.0,49.0,26.0,25.0,20.0,51.0,11.0,8.0,8.0,9.0,55.0,41.0,33.0,9.0,38.0,41.0
P,2016000023705,9,05,11612,4,53,1029257,24.0,16.0,1.0,,,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,1,,12,0.0,2,0.0,0.0,0.0,,3,,2,,2,032,089,,2,,1,6,,,1,01,,,,,,,6,,1,1,1,,4,0.0,0.0,049,464.0,,,1,2,1,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,9.0,19.0,44.0,47.0,23.0,8.0,41.0,6.0,23.0,22.0,24.0,23.0,28.0,30.0,37.0,7.0,24.0,23.0,23.0,25.0,25.0,6.0,23.0,26.0,10.0,25.0,24.0,24.0,6.0,43.0,42.0,37.0,40.0,7.0,19.0,23.0,44.0,7.0,8.0,35.0,51.0,34.0,7.0,7.0,23.0,34.0,6.0,43.0,30.0,23.0,24.0,23.0,21.0,22.0,7.0,40.0,23.0,21.0,22.0,20.0,26.0,35.0,24.0,30.0,39.0,23.0,19.0,20.0,48.0,7.0,7.0,8.0,9.0,35.0,27.0,34.0,6.0,34.0,36.0
P,2016000026565,9,03,11611,4,53,1029257,11.0,16.0,1.0,,,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,,,,,,,,,,,2,3,2,3,3,0.0,0.0,02,0.0,3,11,12,0.0,2,0.0,0.0,0.0,,3,,2,,2,082,050,,2,,1,6,,,1,01,,,,,,,6,,1,1,1,,4,0.0,0.0,053,263.0,,,1,2,1,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,3.0,12.0,10.0,3.0,11.0,18.0,3.0,3.0,18.0,10.0,10.0,16.0,10.0,20.0,11.0,12.0,13.0,4.0,21.0,12.0,2.0,9.0,11.0,3.0,11.0,19.0,4.0,3.0,14.0,12.0,11.0,19.0,9.0,16.0,9.0,11.0,11.0,3.0,19.0,8.0,4.0,10.0,10.0,4.0,10.0,19.0,2.0,4.0,18.0,12.0,10.0,20.0,12.0,16.0,11.0,8.0,14.0,4.0,16.0,11.0,3.0,11.0,11.0,3.0,11.0,20.0,3.0,3.0,16.0,10.0,10.0,15.0,8.0,16.0,8.0,14.0,8.0,4.0,18.0
P,2016000026565,9,04,11611,4,53,1029257,11.0,16.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0.0,0.0,05,0.0,3,11,12,0.0,1,0.0,0.0,0.0,,3,,2,,2,082,050,,2,,,6,,,1,01,,,,,,,6,,1,,0,,,0.0,0.0,053,263.0,,,1,2,1,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,3.0,9.0,11.0,3.0,8.0,17.0,3.0,3.0,18.0,11.0,14.0,20.0,9.0,14.0,10.0,10.0,9.0,3.0,21.0,10.0,3.0,9.0,11.0,3.0,9.0,13.0,3.0,3.0,17.0,10.0,15.0,21.0,11.0,16.0,10.0,10.0,8.0,4.0,17.0,10.0,3.0,11.0,10.0,3.0,9.0,14.0,3.0,3.0,15.0,10.0,10.0,21.0,9.0,15.0,12.0,9.0,13.0,4.0,20.0,11.0,4.0,13.0,11.0,4.0,10.0,14.0,3.0,3.0,18.0,9.0,11.0,14.0,10.0,16.0,11.0,10.0,11.0,3.0,18.0
P,2016000026565,9,05,11611,4,53,1029257,10.0,16.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0.0,0.0,05,0.0,3,11,12,0.0,1,0.0,0.0,0.0,,3,,2,,2,082,050,,2,,,6,,,1,01,,,,,,,6,,1,,0,,,0.0,0.0,053,263.0,,,1,2,1,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,3.0,9.0,11.0,3.0,9.0,17.0,4.0,4.0,18.0,11.0,13.0,20.0,10.0,14.0,9.0,9.0,10.0,4.0,21.0,11.0,3.0,10.0,11.0,3.0,9.0,14.0,3.0,4.0,17.0,11.0,14.0,20.0,10.0,17.0,10.0,9.0,9.0,3.0,16.0,11.0,4.0,11.0,10.0,4.0,10.0,15.0,3.0,4.0,15.0,11.0,9.0,21.0,9.0,15.0,12.0,9.0,13.0,4.0,20.0,11.0,3.0,12.0,12.0,3.0,10.0,13.0,2.0,2.0,19.0,10.0,11.0,14.0,10.0,16.0,11.0,11.0,12.0,3.0,18.0
P,2016000041165,9,04,11611,4,53,1029257,25.0,21.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,16,0.0,1,0.0,0.0,12000.0,20.0,1,3,2,,1,720,999,,2,,,6,,,1,01,8680,,,,,,6,722Z    ,1,,0,4720,,12000.0,12000.0,053,501.0,,,1,2,4,6,45,006,0,1,0,0,1,0,0,0,0,,,,,412010,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,26.0,28.0,9.0,27.0,22.0,22.0,38.0,26.0,20.0,8.0,38.0,8.0,8.0,25.0,29.0,50.0,39.0,6.0,19.0,7.0,27.0,25.0,43.0,28.0,30.0,20.0,10.0,23.0,22.0,40.0,7.0,42.0,49.0,20.0,25.0,8.0,6.0,42.0,31.0,10.0,21.0,22.0,47.0,25.0,21.0,29.0,8.0,35.0,27.0,35.0,8.0,41.0,42.0,29.0,24.0,8.0,6.0,39.0,20.0,37.0,28.0,27.0,7.0,23.0,22.0,32.0,51.0,35.0,26.0,6.0,43.0,7.0,6.0,26.0,31.0,39.0,34.0,8.0,22.0,34.0
