,education_attained,enrollment_status,age,sample_weight,employed
40857,21,0,35.0,12.0,1
40858,20,0,38.0,12.0,1
40859,04,0,7.0,12.0,1
40860,02,0,3.0,11.0,1
40861,14,0,86.0,11.0,1
40862,16,0,84.0,11.0,1
40863,22,0,58.0,14.0,1
40864,21,0,60.0,12.0,1
40865,16,0,54.0,14.0,1
40866,16,0,58.0,13.0,1
40867,20,0,29.0,14.0,1
40868,21,0,56.0,25.0,1
40869,21,0,51.0,27.0,1
40870,10,0,14.0,24.0,1
40871,09,0,13.0,31.0,1
40872,22,0,79.0,12.0,1
40873,21,0,79.0,13.0,1
40874,16,0,59.0,71.0,1
40875,20,0,54.0,81.0,1
40876,22,0,77.0,14.0,1
40877,16,0,41.0,14.0,1
40878,04,0,8.0,13.0,1
40879,01,0,5.0,13.0,1
40880,21,0,0.0,13.0,1
40881,19,0,36.0,14.0,1
40882,21,0,64.0,12.0,1
40883,21,0,64.0,13.0,1
40884,16,0,56.0,9.0,1
40885,16,0,77.0,10.0,1
40886,21,0,54.0,14.0,1
40887,14,0,18.0,13.0,1
40888,21,0,56.0,13.0,1
40889,16,0,49.0,64.0,1
40890,11,0,50.0,61.0,1
40891,16,0,25.0,56.0,1
40892,16,0,53.0,62.0,1
40893,18,0,44.0,13.0,1
40894,15,0,94.0,26.0,1
40895,16,0,94.0,22.0,1
40896,16,1,21.0,15.0,1
40897,16,1,21.0,14.0,1
40898,20,0,72.0,13.0,1
40899,15,0,74.0,15.0,1
40900,16,0,72.0,16.0,1
40901,16,0,52.0,16.0,1
40902,16,0,34.0,14.0,0
40903,19,0,35.0,16.0,1
40904,12,0,37.0,46.0,1
40905,16,0,25.0,50.0,1
40906,16,0,56.0,21.0,0
40907,21,0,2.0,14.0,1
40908,21,0,39.0,16.0,1
40909,23,0,44.0,17.0,1
40910,21,0,2.0,15.0,1
40911,21,0,1.0,13.0,1
40912,16,0,65.0,21.0,1
40913,09,0,61.0,15.0,1
40914,20,0,38.0,15.0,1
40915,14,0,17.0,30.0,1
40916,08,0,12.0,15.0,1
40917,03,0,6.0,15.0,1
40918,14,0,17.0,31.0,1
40919,18,0,44.0,45.0,1
40920,16,0,22.0,54.0,1
40921,16,0,61.0,39.0,1
40922,21,0,55.0,37.0,1
40923,16,0,59.0,39.0,1
40924,21,0,53.0,11.0,1
40925,19,0,52.0,13.0,0
40926,14,0,17.0,8.0,1
40927,11,0,15.0,9.0,1
40928,16,0,66.0,21.0,1
40929,22,0,61.0,21.0,1
40930,18,0,33.0,27.0,1
40931,16,0,32.0,26.0,1
40932,17,0,75.0,3.0,1
40933,16,0,35.0,3.0,1
40934,21,0,1.0,22.0,1
40935,24,0,46.0,21.0,1
40936,18,0,39.0,20.0,1
40937,21,0,37.0,24.0,1
40938,22,0,36.0,23.0,1
40939,02,0,6.0,21.0,1
40940,16,0,25.0,80.0,1
40941,21,0,2.0,85.0,1
40942,16,0,24.0,90.0,1
40943,09,0,36.0,77.0,1
40944,21,0,72.0,12.0,1
40945,21,1,61.0,10.0,1
40946,19,0,37.0,23.0,1
40947,19,0,35.0,25.0,1
40948,09,0,12.0,31.0,1
40949,01,0,4.0,30.0,1
40950,21,0,48.0,14.0,1
40951,20,0,46.0,13.0,1
40952,16,0,19.0,7.0,1
40953,12,0,15.0,10.0,1
40954,09,0,11.0,11.0,1
40955,19,0,58.0,69.0,1
40956,17,0,94.0,27.0,1
40957,20,0,36.0,3.0,1
40958,19,0,40.0,3.0,1
40959,09,0,12.0,3.0,1
40960,06,0,10.0,3.0,1
40961,03,0,6.0,3.0,1
40962,19,0,48.0,27.0,1
40963,19,0,47.0,24.0,1
40964,20,0,18.0,28.0,1
40965,12,0,16.0,25.0,1
40966,18,0,32.0,15.0,1
40967,10,0,12.0,12.0,1
40968,05,0,8.0,15.0,1
40969,02,0,5.0,14.0,1
40970,16,0,38.0,23.0,1
40971,21,0,38.0,26.0,1
40972,21,0,1.0,23.0,1
40973,19,0,52.0,21.0,1
40974,21,0,48.0,15.0,1
40975,16,0,49.0,13.0,1
40976,16,0,76.0,9.0,1
40977,21,0,46.0,17.0,1
40978,15,0,60.0,16.0,1
40979,13,0,16.0,16.0,1
40980,11,0,14.0,12.0,1
40981,07,0,10.0,14.0,1
40982,20,0,76.0,14.0,1
40983,19,0,70.0,15.0,1
40984,22,0,73.0,14.0,1
40985,23,0,73.0,14.0,1
40986,22,0,42.0,12.0,1
40987,21,0,41.0,19.0,1
40988,19,0,33.0,15.0,1
40989,03,0,5.0,18.0,1
40990,21,0,2.0,14.0,1
40991,16,0,45.0,23.0,1
40992,21,0,26.0,22.0,1
40993,19,0,68.0,21.0,1
40994,13,0,44.0,21.0,0
40995,12,0,15.0,16.0,1
40996,10,0,13.0,15.0,1
40997,16,0,40.0,21.0,1
40998,19,0,46.0,14.0,1
40999,19,0,46.0,15.0,1
41000,09,0,12.0,14.0,1
41001,14,1,17.0,21.0,1
41002,21,0,64.0,13.0,1
41003,21,0,69.0,20.0,1
41004,19,0,53.0,13.0,1
41005,21,0,36.0,11.0,1
41006,02,0,3.0,26.0,1
41007,19,0,42.0,18.0,1
41008,19,0,46.0,20.0,1
41009,23,0,47.0,19.0,1
41010,20,0,57.0,31.0,1
41011,16,0,18.0,28.0,1
41012,18,0,19.0,45.0,1
41013,22,0,31.0,14.0,1
41014,21,0,27.0,13.0,1
41015,22,0,61.0,36.0,1
41016,14,0,23.0,32.0,1
41017,10,0,14.0,42.0,1
41018,18,0,44.0,39.0,1
41019,20,0,46.0,59.0,1
41020,07,0,11.0,47.0,1
41021,01,0,28.0,15.0,1
41022,21,0,2.0,19.0,1
41023,01,0,29.0,16.0,1
41024,01,0,46.0,27.0,1
41025,01,0,22.0,20.0,1
41026,21,0,27.0,17.0,1
41027,20,1,26.0,21.0,1
41028,22,0,59.0,21.0,1
41029,21,0,39.0,23.0,1
41030,03,0,6.0,39.0,1
41031,21,0,33.0,21.0,1
41032,21,1,32.0,20.0,1
41033,16,0,55.0,12.0,1
41034,15,0,31.0,14.0,1
41035,19,0,29.0,42.0,1
41036,16,0,33.0,39.0,1
41037,01,0,4.0,37.0,1
41038,19,0,49.0,20.0,1
41039,16,0,53.0,20.0,1
41040,16,0,21.0,15.0,1
41041,18,0,25.0,22.0,1
41042,22,0,74.0,13.0,1
41043,21,0,66.0,11.0,1
41044,16,0,57.0,12.0,1
41045,24,0,71.0,25.0,1
41046,22,0,37.0,24.0,0
41047,24,0,34.0,24.0,1
41048,16,0,60.0,3.0,1
41049,19,0,48.0,8.0,1
41050,14,0,41.0,13.0,1
41051,01,1,5.0,13.0,1
41052,20,1,25.0,18.0,1
41053,21,0,0.0,8.0,1
41054,17,0,29.0,49.0,1
41055,06,0,10.0,41.0,1
41056,06,0,9.0,41.0,1
41057,02,0,5.0,53.0,1
41058,21,0,0.0,37.0,1
41059,18,0,42.0,11.0,1
41060,12,0,15.0,8.0,1
41061,16,0,44.0,12.0,1
41062,23,0,55.0,19.0,1
41063,16,0,54.0,37.0,1
41064,16,0,34.0,42.0,1
41065,21,0,48.0,24.0,1
41066,23,0,70.0,24.0,1
41067,19,0,68.0,25.0,1
41068,21,0,35.0,13.0,1
41069,21,0,37.0,12.0,1
41070,08,0,11.0,13.0,1
41071,05,0,9.0,11.0,1
41072,19,0,25.0,18.0,1
41073,18,0,25.0,19.0,1
41074,19,0,29.0,10.0,1
41075,01,0,33.0,8.0,1
41076,01,0,3.0,9.0,1
41077,21,0,1.0,8.0,1
41078,17,0,22.0,14.0,1
41079,21,0,27.0,18.0,1
41080,23,0,27.0,13.0,1
41081,21,0,28.0,12.0,1
41082,01,0,3.0,12.0,1
41083,21,0,0.0,12.0,1
41084,22,0,40.0,21.0,1
41085,18,0,39.0,20.0,1
41086,20,0,63.0,60.0,1
41087,21,0,61.0,13.0,1
41088,21,0,62.0,13.0,1
41089,20,0,63.0,18.0,1
41090,20,0,67.0,19.0,1
41091,21,0,68.0,19.0,1
41092,17,0,69.0,10.0,1
41093,18,0,72.0,16.0,1
41094,17,0,43.0,22.0,1
41095,22,0,58.0,12.0,1
41096,22,0,54.0,13.0,1
41097,22,0,33.0,47.0,1
41098,21,0,37.0,47.0,1
41099,16,0,94.0,12.0,1
41100,16,0,21.0,23.0,1
41101,22,0,27.0,12.0,1
41102,21,0,27.0,17.0,1
41103,21,0,26.0,12.0,1
41104,21,0,34.0,21.0,1
41105,21,0,40.0,19.0,1
41106,02,0,4.0,21.0,1
41107,21,0,1.0,19.0,1
41108,22,0,67.0,22.0,1
41109,22,0,38.0,21.0,1
41110,20,0,51.0,21.0,1
41111,16,0,23.0,17.0,1
41112,14,0,17.0,18.0,1
41113,16,0,18.0,16.0,1
41114,18,0,76.0,63.0,1
41115,01,0,53.0,66.0,1
41116,15,0,41.0,22.0,1
41117,16,0,43.0,24.0,1
41118,16,0,22.0,21.0,1
41119,16,0,19.0,24.0,1
41120,19,0,48.0,12.0,1
41121,16,0,56.0,82.0,1
41122,18,0,19.0,87.0,1
41123,21,0,25.0,23.0,1
41124,22,0,42.0,25.0,1
41125,19,0,49.0,34.0,1
41126,18,0,18.0,23.0,1
41127,12,0,14.0,26.0,1
41128,23,0,45.0,20.0,1
41129,23,0,47.0,22.0,1
41130,14,0,16.0,25.0,1
41131,18,0,51.0,40.0,1
41132,17,0,26.0,38.0,1
41133,21,0,1.0,53.0,1
41134,16,0,22.0,50.0,1
41135,21,0,25.0,24.0,1
41136,21,0,27.0,28.0,1
41137,20,0,29.0,23.0,1
41138,21,0,28.0,24.0,1
41139,21,0,58.0,22.0,1
41140,21,0,26.0,12.0,1
41141,20,0,27.0,12.0,1
41142,19,0,63.0,21.0,1
41143,18,0,63.0,8.0,1
41144,18,0,63.0,7.0,1
41145,21,0,61.0,19.0,1
41146,19,0,52.0,3.0,1
41147,17,0,57.0,3.0,1
41148,12,0,78.0,3.0,1
41149,17,0,55.0,43.0,1
41150,20,0,59.0,39.0,1
41151,22,0,70.0,13.0,1
41152,20,0,69.0,13.0,1
41153,20,0,47.0,28.0,1
41154,22,0,38.0,23.0,1
41155,21,0,30.0,25.0,1
41156,21,0,24.0,20.0,1
41157,21,0,26.0,22.0,1
41158,16,0,80.0,32.0,1
41159,21,0,32.0,26.0,1
41160,21,0,30.0,26.0,1
41161,02,0,6.0,23.0,1
41162,01,0,3.0,25.0,1
41163,19,0,28.0,29.0,1
41164,19,0,61.0,12.0,1
41165,19,0,37.0,13.0,1
41166,22,0,45.0,13.0,1
41167,19,0,44.0,13.0,1
41168,19,0,52.0,19.0,1
41169,19,0,59.0,20.0,1
41170,16,0,58.0,18.0,0
41171,16,0,39.0,21.0,1
41172,16,0,26.0,24.0,1
41173,12,0,73.0,13.0,1
41174,18,0,41.0,20.0,1
41175,16,0,68.0,14.0,1
41176,20,0,60.0,20.0,1
41177,20,0,57.0,17.0,1
41178,20,0,20.0,23.0,1
41179,20,0,24.0,22.0,1
41180,21,0,33.0,23.0,1
41181,21,0,31.0,24.0,1
41182,20,0,50.0,53.0,1
41183,18,0,21.0,55.0,1
41184,19,0,48.0,28.0,1
41185,21,0,82.0,16.0,1
41186,19,0,53.0,17.0,1
41187,21,0,34.0,14.0,1
41188,05,0,7.0,12.0,1
41189,16,0,58.0,17.0,1
41190,16,1,54.0,11.0,1
41191,16,0,38.0,15.0,1
41192,01,0,45.0,14.0,1
41193,06,1,9.0,16.0,1
41194,18,0,70.0,15.0,1
41195,19,0,81.0,13.0,1
41196,18,0,65.0,11.0,0
41197,19,0,79.0,15.0,1
41198,16,0,74.0,17.0,1
41199,21,0,41.0,22.0,1
41200,21,0,46.0,18.0,1
41201,16,0,20.0,14.0,1
41202,08,0,12.0,17.0,1
41203,24,0,43.0,14.0,1
41204,23,0,45.0,14.0,1
41205,21,0,47.0,12.0,1
41206,06,0,10.0,12.0,1
41207,20,0,61.0,23.0,1
41208,20,0,62.0,7.0,1
41209,16,0,60.0,9.0,1
41210,21,0,67.0,23.0,1
41211,21,0,69.0,21.0,1
41212,16,0,90.0,21.0,1
41213,20,0,48.0,26.0,1
41214,19,0,48.0,14.0,1
41215,01,0,38.0,11.0,1
41216,15,0,20.0,24.0,1
41217,16,0,20.0,41.0,1
41218,21,0,25.0,11.0,1
41219,21,0,27.0,12.0,1
41220,17,0,62.0,27.0,1
41221,16,0,46.0,22.0,1
41222,21,0,38.0,23.0,1
41223,13,0,15.0,23.0,1
41224,09,0,11.0,24.0,1
41225,01,0,74.0,22.0,1
41226,19,0,49.0,19.0,1
41227,16,0,53.0,32.0,0
41228,21,1,47.0,24.0,1
41229,18,0,50.0,23.0,1
41230,12,0,17.0,26.0,1
41231,21,0,33.0,15.0,1
41232,16,0,22.0,17.0,1
41233,16,0,25.0,19.0,1
41234,21,0,23.0,16.0,1
41235,19,0,23.0,12.0,1
41236,21,0,55.0,23.0,1
41237,21,0,52.0,24.0,1
41238,18,0,53.0,33.0,1
41239,19,1,48.0,19.0,1
41240,16,0,52.0,16.0,1
41241,16,0,49.0,13.0,1
41242,06,0,23.0,53.0,1
41243,13,0,48.0,80.0,1
41244,05,0,22.0,130.0,1
41245,24,0,77.0,14.0,1
41246,20,0,41.0,16.0,1
41247,15,0,63.0,19.0,1
41248,14,0,60.0,19.0,1
41249,23,0,60.0,22.0,1
41250,21,0,61.0,23.0,1
41251,19,0,31.0,21.0,1
41252,19,0,65.0,10.0,1
41253,21,0,57.0,10.0,1
41254,22,0,43.0,53.0,1
41255,11,0,14.0,56.0,1
41256,08,0,11.0,46.0,1
41257,05,0,9.0,47.0,1
41258,19,0,38.0,25.0,1
41259,19,0,33.0,14.0,1
41260,03,0,6.0,17.0,1
41261,21,0,2.0,30.0,1
41262,18,0,55.0,13.0,1
41263,18,0,55.0,12.0,1
41264,18,0,21.0,32.0,1
41265,06,0,8.0,20.0,1
41266,16,0,43.0,13.0,1
41267,16,0,50.0,12.0,1
41268,16,0,20.0,14.0,1
41269,15,0,18.0,10.0,1
41270,16,0,36.0,16.0,1
41271,16,1,45.0,26.0,1
41272,19,1,43.0,19.0,1
41273,21,0,31.0,11.0,1
41274,18,0,32.0,11.0,1
41275,21,0,49.0,16.0,1
41276,18,0,52.0,12.0,1
41277,16,0,20.0,15.0,1
41278,16,0,68.0,16.0,1
41279,23,0,42.0,16.0,1
41280,23,0,42.0,16.0,1
41281,01,0,36.0,8.0,1
41282,18,0,76.0,18.0,0
41283,16,0,19.0,23.0,1
41284,21,0,45.0,29.0,1
41285,19,0,52.0,12.0,1
41286,19,0,54.0,14.0,1
41287,21,0,23.0,12.0,1
41288,19,0,67.0,15.0,1
41289,19,0,41.0,13.0,1
41290,17,0,26.0,28.0,0
41291,16,0,60.0,3.0,1
41292,19,0,54.0,3.0,1
41293,22,0,41.0,15.0,1
41294,22,0,33.0,15.0,1
41295,23,0,40.0,16.0,1
41296,23,0,42.0,19.0,0
41297,06,0,9.0,24.0,1
41298,18,0,31.0,76.0,1
41299,21,0,2.0,56.0,1
41300,21,0,1.0,55.0,1
41301,18,0,43.0,47.0,1
41302,13,0,17.0,48.0,1
41303,23,0,66.0,25.0,1
41304,23,0,72.0,24.0,1
41305,22,0,50.0,3.0,1
41306,22,0,50.0,4.0,1
41307,21,0,28.0,4.0,1
41308,20,0,82.0,3.0,0
41309,22,0,65.0,12.0,1
41310,19,0,63.0,12.0,1
41311,21,0,32.0,15.0,1
41312,21,0,37.0,14.0,1
41313,21,0,71.0,12.0,1
41314,18,0,82.0,12.0,1
41315,21,0,51.0,73.0,1
41316,16,0,56.0,83.0,1
41317,16,0,54.0,15.0,1
41318,21,0,61.0,20.0,1
41319,17,0,72.0,4.0,0
41320,22,0,30.0,11.0,1
41321,21,1,77.0,14.0,1
41322,21,0,30.0,12.0,1
41323,22,0,32.0,13.0,1
41324,21,0,2.0,11.0,1
41325,19,0,67.0,12.0,1
41326,16,0,57.0,14.0,1
41327,21,0,60.0,57.0,1
41328,22,0,35.0,20.0,1
41329,22,0,36.0,20.0,1
41330,01,0,4.0,21.0,1
41331,21,0,2.0,21.0,1
41332,13,0,69.0,19.0,1
41333,20,0,61.0,26.0,0
41334,22,0,39.0,24.0,1
41335,02,0,5.0,30.0,1
41336,22,0,46.0,14.0,1
41337,21,0,43.0,16.0,1
41338,14,0,22.0,14.0,1
41339,19,0,20.0,14.0,1
41340,16,0,19.0,14.0,1
41341,13,0,16.0,14.0,1
41342,10,0,14.0,15.0,1
41343,19,0,36.0,22.0,1
41344,07,0,10.0,21.0,1
41345,04,0,7.0,20.0,1
41346,21,0,34.0,21.0,1
41347,19,0,48.0,15.0,1
41348,23,0,45.0,14.0,1
41349,05,0,8.0,13.0,1
41350,01,0,5.0,16.0,1
41351,17,0,52.0,7.0,1
41352,22,0,29.0,10.0,1
41353,22,0,52.0,7.0,1
41354,16,0,37.0,22.0,1
41355,19,0,52.0,12.0,1
41356,20,0,53.0,14.0,1
41357,19,0,56.0,9.0,1
41358,15,0,22.0,10.0,1
41359,22,0,71.0,19.0,1
41360,21,0,67.0,20.0,1
41361,14,0,30.0,21.0,1
41362,10,0,13.0,34.0,1
41363,07,0,10.0,34.0,1
41364,21,0,0.0,23.0,1
41365,12,0,37.0,32.0,1
41366,19,0,55.0,35.0,1
41367,18,0,53.0,32.0,1
41368,21,0,56.0,13.0,1
41369,18,0,90.0,15.0,1
41370,16,0,49.0,26.0,1
41371,21,0,48.0,26.0,1
41372,20,0,42.0,14.0,1
41373,18,0,49.0,13.0,1
41374,14,0,18.0,12.0,1
41375,13,0,16.0,12.0,1
41376,21,0,31.0,43.0,1
41377,16,0,72.0,8.0,1
41378,18,0,73.0,9.0,1
41379,18,0,56.0,12.0,1
41380,18,0,56.0,11.0,1
41381,18,0,35.0,12.0,1
41382,23,0,34.0,18.0,1
41383,23,0,34.0,26.0,1
41384,02,0,5.0,23.0,1
41385,01,0,4.0,20.0,1
41386,19,0,34.0,68.0,1
41387,12,0,15.0,167.0,1
41388,04,0,7.0,118.0,1
41389,02,0,5.0,82.0,1
41390,22,0,51.0,14.0,1
41391,20,0,48.0,16.0,1
41392,21,0,24.0,20.0,1
41393,18,0,77.0,13.0,1
41394,17,0,42.0,16.0,1
41395,12,0,15.0,12.0,1
41396,16,0,43.0,16.0,1
41397,19,0,49.0,24.0,1
41398,19,0,72.0,23.0,1
41399,20,0,74.0,21.0,0
41400,21,0,62.0,27.0,1
41401,19,0,80.0,6.0,1
41402,21,0,25.0,9.0,1
41403,22,0,40.0,13.0,1
41404,23,0,46.0,13.0,1
41405,02,0,3.0,12.0,1
41406,21,0,1.0,11.0,1
41407,18,0,66.0,13.0,1
41408,19,0,69.0,13.0,1
41409,20,0,70.0,15.0,1
41410,20,0,59.0,13.0,1
41411,18,0,42.0,13.0,1
41412,18,0,39.0,14.0,1
41413,21,0,70.0,27.0,0
41414,23,0,68.0,27.0,1
41415,19,0,66.0,17.0,1
41416,19,0,37.0,18.0,1
41417,15,0,60.0,18.0,1
41418,17,0,37.0,20.0,1
41419,22,0,46.0,14.0,1
41420,21,0,46.0,13.0,1
41421,13,0,16.0,11.0,1
41422,19,0,28.0,14.0,1
41423,16,0,64.0,24.0,1
41424,23,0,61.0,23.0,1
41425,21,0,0.0,18.0,1
41426,12,0,16.0,12.0,1
41427,20,0,38.0,3.0,1
41428,11,0,45.0,21.0,1
41429,11,0,51.0,17.0,1
41430,17,0,84.0,14.0,1
41431,18,0,83.0,13.0,1
41432,18,0,23.0,2.0,1
41433,01,0,3.0,4.0,1
41434,14,0,22.0,3.0,0
41435,21,0,67.0,21.0,1
41436,16,0,68.0,22.0,1
41437,16,0,72.0,11.0,1
41438,20,0,69.0,11.0,1
41439,16,0,62.0,19.0,1
41440,16,0,64.0,21.0,1
41441,19,0,45.0,18.0,1
41442,01,0,40.0,16.0,1
41443,22,0,60.0,21.0,0
41444,16,0,43.0,23.0,1
41445,21,0,0.0,18.0,1
41446,01,0,59.0,19.0,1
41447,01,0,62.0,20.0,1
41448,15,0,37.0,21.0,1
41449,17,0,35.0,22.0,1
41450,21,0,2.0,18.0,1
41451,22,0,55.0,13.0,1
41452,22,0,55.0,13.0,1
41453,19,0,21.0,14.0,1
41454,13,0,16.0,14.0,1
41455,16,0,83.0,15.0,1
41456,16,0,76.0,16.0,1
41457,21,0,35.0,61.0,1
41458,22,0,34.0,63.0,1
41459,21,0,1.0,56.0,1
41460,21,0,79.0,16.0,1
41461,16,0,94.0,10.0,1
41462,22,0,50.0,16.0,1
41463,08,0,12.0,15.0,1
41464,21,0,32.0,14.0,1
41465,21,0,38.0,22.0,1
41466,20,0,35.0,23.0,1
41467,06,0,9.0,24.0,1
41468,03,1,6.0,20.0,1
41469,01,0,3.0,25.0,1
41470,24,0,35.0,21.0,1
41471,24,0,34.0,22.0,1
41472,03,0,7.0,19.0,1
41473,01,0,4.0,23.0,1
41474,16,0,61.0,22.0,1
41475,16,1,34.0,22.0,1
41476,13,1,17.0,19.0,1
41477,21,0,1.0,22.0,1
41478,16,1,40.0,24.0,0
41479,16,0,56.0,64.0,1
41480,21,0,35.0,13.0,1
41481,21,0,35.0,13.0,1
41482,21,1,22.0,12.0,1
41483,13,1,17.0,14.0,1
41484,19,0,69.0,12.0,1
41485,19,0,65.0,14.0,1
41486,18,0,22.0,13.0,1
41487,19,0,53.0,34.0,1
41488,16,0,70.0,8.0,1
41489,17,0,74.0,13.0,1
41490,21,0,29.0,15.0,1
41491,21,0,30.0,14.0,1
41492,16,0,21.0,47.0,1
41493,19,0,22.0,32.0,1
41494,20,0,73.0,12.0,1
41495,19,0,75.0,32.0,1
41496,19,0,75.0,19.0,1
41497,21,0,86.0,13.0,1
41498,21,0,87.0,18.0,1
41499,16,0,42.0,27.0,1
41500,01,0,80.0,26.0,1
41501,08,0,73.0,30.0,1
41502,08,0,69.0,34.0,1
41503,18,0,29.0,29.0,1
41504,20,0,60.0,22.0,1
41505,21,0,60.0,25.0,1
41506,19,0,84.0,25.0,1
41507,21,0,44.0,18.0,1
41508,21,0,43.0,16.0,1
41509,13,0,16.0,11.0,1
41510,11,0,14.0,15.0,1
41511,24,0,59.0,25.0,1
41512,18,0,67.0,12.0,1
41513,20,0,58.0,11.0,1
41514,16,0,67.0,12.0,1
41515,21,0,45.0,16.0,1
41516,20,0,65.0,20.0,1
41517,19,0,60.0,20.0,1
41518,19,0,32.0,22.0,1
41519,20,0,32.0,14.0,1
41520,21,0,35.0,17.0,1
41521,22,0,63.0,13.0,1
41522,20,0,62.0,14.0,1
41523,16,0,41.0,66.0,1
41524,18,0,41.0,64.0,1
41525,11,0,14.0,60.0,1
41526,09,0,12.0,60.0,1
41527,21,0,64.0,3.0,1
41528,21,0,65.0,3.0,1
41529,16,0,27.0,4.0,1
41530,16,0,21.0,3.0,1
41531,14,0,17.0,3.0,1
41532,03,0,7.0,3.0,1
41533,18,0,50.0,19.0,1
41534,21,1,23.0,16.0,1
41535,22,1,36.0,26.0,1
41536,19,0,34.0,21.0,1
41537,16,0,60.0,10.0,1
41538,16,0,60.0,11.0,1
41539,16,0,23.0,10.0,1
41540,08,0,41.0,11.0,1
41541,12,0,21.0,12.0,1
41542,12,0,72.0,33.0,1
41543,16,0,21.0,11.0,1
41544,21,0,37.0,13.0,1
41545,21,0,37.0,15.0,1
41546,07,0,11.0,12.0,1
41547,07,0,11.0,13.0,1
41548,07,0,10.0,12.0,1
41549,21,0,2.0,11.0,1
41550,21,0,0.0,11.0,1
41551,19,0,94.0,21.0,1
41552,19,0,62.0,24.0,1
41553,20,0,50.0,18.0,1
41554,21,0,30.0,11.0,1
41555,02,0,4.0,12.0,1
41556,21,0,0.0,12.0,1
41557,16,0,28.0,42.0,1
41558,01,0,63.0,39.0,1
41559,18,0,58.0,31.0,1
41560,20,0,30.0,19.0,1
41561,21,0,26.0,25.0,1
41562,01,0,3.0,16.0,1
41563,21,0,1.0,20.0,1
41564,14,0,17.0,16.0,1
41565,16,0,52.0,14.0,1
41566,18,0,55.0,14.0,1
41567,21,0,46.0,27.0,1
41568,13,1,17.0,33.0,1
41569,19,1,42.0,32.0,1
41570,21,1,40.0,22.0,0
41571,21,0,46.0,28.0,1
41572,16,0,53.0,23.0,1
41573,18,0,25.0,32.0,1
41574,19,0,61.0,11.0,1
41575,21,0,33.0,13.0,1
41576,03,0,6.0,10.0,1
41577,02,0,4.0,10.0,1
41578,19,1,76.0,19.0,1
41579,18,0,28.0,25.0,1
41580,01,1,5.0,18.0,1
41581,01,1,3.0,19.0,1
41582,19,1,32.0,22.0,1
41583,21,0,48.0,23.0,1
41584,21,1,44.0,24.0,0
41585,21,0,2.0,21.0,1
41586,20,0,65.0,23.0,1
41587,21,0,1.0,65.0,1
41588,19,0,66.0,22.0,1
41589,10,0,49.0,66.0,1
41590,09,0,49.0,89.0,1
41591,11,0,14.0,73.0,1
41592,14,0,18.0,75.0,1
41593,21,0,40.0,21.0,1
41594,21,0,40.0,22.0,0
41595,09,0,12.0,23.0,1
41596,06,0,10.0,23.0,1
41597,20,0,51.0,60.0,1
41598,20,0,50.0,48.0,1
41599,19,0,23.0,38.0,1
41600,16,0,21.0,38.0,1
41601,11,0,14.0,40.0,1
41602,21,0,40.0,34.0,1
41603,20,0,25.0,17.0,1
41604,21,0,29.0,82.0,1
41605,21,0,31.0,47.0,1
41606,03,0,5.0,59.0,1
41607,01,0,4.0,44.0,1
41608,21,0,0.0,44.0,1
41609,21,0,0.0,57.0,1
41610,19,0,34.0,38.0,1
41611,01,0,69.0,39.0,1
41612,20,0,50.0,14.0,1
41613,21,0,24.0,17.0,1
41614,21,0,23.0,28.0,1
41615,16,0,20.0,17.0,1
41616,16,0,48.0,21.0,1
41617,22,0,51.0,28.0,1
41618,21,0,58.0,20.0,1
41619,18,0,21.0,17.0,1
41620,22,0,51.0,22.0,1
41621,21,0,48.0,21.0,1
41622,19,0,19.0,30.0,1
41623,12,0,15.0,23.0,1
41624,18,0,76.0,21.0,1
41625,21,0,65.0,15.0,1
41626,16,0,62.0,16.0,1
41627,16,0,52.0,16.0,1
41628,21,0,51.0,17.0,1
41629,16,0,49.0,18.0,1
41630,20,0,25.0,14.0,1
41631,24,1,71.0,9.0,1
41632,21,0,49.0,16.0,1
41633,20,0,46.0,22.0,1
41634,21,0,38.0,17.0,1
41635,21,0,41.0,16.0,1
41636,03,0,6.0,17.0,1
41637,21,0,2.0,19.0,1
41638,16,0,59.0,29.0,1
41639,21,0,55.0,11.0,1
41640,18,0,27.0,13.0,1
41641,10,0,13.0,14.0,1
41642,22,0,30.0,22.0,1
41643,21,0,28.0,23.0,0
41644,16,0,40.0,67.0,1
41645,16,0,38.0,63.0,1
41646,04,0,7.0,67.0,1
41647,02,0,5.0,74.0,1
41648,21,0,0.0,45.0,1
41649,21,0,26.0,24.0,1
41650,17,0,61.0,21.0,1
41651,21,0,27.0,17.0,1
41652,22,0,29.0,23.0,1
41653,22,0,56.0,21.0,0
41654,21,0,57.0,21.0,1
41655,20,0,22.0,18.0,1
41656,16,0,81.0,9.0,1
41657,16,0,84.0,13.0,1
41658,19,0,42.0,25.0,1
41659,16,0,41.0,22.0,1
41660,07,0,9.0,21.0,1
41661,16,0,20.0,23.0,1
41662,22,0,41.0,10.0,0
41663,22,0,41.0,12.0,1
41664,08,0,12.0,10.0,1
41665,04,0,8.0,10.0,1
41666,21,0,61.0,13.0,1
41667,20,0,69.0,13.0,1
41668,21,0,68.0,22.0,1
41669,19,0,61.0,28.0,1
41670,22,0,36.0,20.0,1
41671,22,0,31.0,19.0,1
41672,12,0,48.0,37.0,1
41673,06,0,10.0,32.0,1
41674,16,0,19.0,39.0,1
41675,13,0,16.0,26.0,1
41676,04,0,7.0,41.0,1
41677,01,0,4.0,37.0,1
41678,12,0,40.0,37.0,1
